Party Items,,,,,
Catering,,,,,
Generator 11000 KW ,10k watts; 120V/240; OSHA worksite compliant ,90,https://www.google.com/search?q=honda+11000+kw+generator&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiphcit8fjVAhUH2WMKHVkZCbAQ_AUICigB&biw=1920&bih=901&safe=active&ssui=on#imgrc=NY_vlkhuzxJcZM:,,
"Generator, G40, Towable", 18.2 hours of operation; heavy duty; mounted on towable trailer ,195,https://www.google.com/search?q=g40+generator+chicago+pneumatic&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiYovuL8fjVAhUX5GMKHc35C5AQ_AUICigB&biw=1920&bih=901&safe=active&ssui=on#imgrc=F_WE3P8ELehAxM:,,
"Generator, G70, Towable","Voltage selector switch offers choice of 120/240V-1Ì÷, 208V-3Ì÷, or 480V-3Ì÷ output; mounted on towable trailer ",320,https://www.google.com/search?q=g40+generator+chicago+pneumatic&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiYovuL8fjVAhUX5GMKHc35C5AQ_AUICigB&biw=1920&bih=901&safe=active&ssui=on#imgrc=F_WE3P8ELehAxM:,,
Spyder box,Power distribution box ,25,http://www.toolup.com/product-images/cepc-6506GU_1.jpg,,
100' cord spyder box,,65,https://www.google.com/search?q=spider+box&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjVrrzG8PjVAhVRzWMKHVMCC00Q_AUICigB&biw=1920&bih=901&safe=active&ssui=on#imgrc=tsZk6JezfxA7jM:,,
50' cord spyder box,,45,https://www.google.com/search?q=spider+box&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjVrrzG8PjVAhVRzWMKHVMCC00Q_AUICigB&biw=1920&bih=901&safe=active&ssui=on#imgrc=tsZk6JezfxA7jM:,,
Micro 3D Laser,"green and red lasers, use in combination with fog machine for ultimate effect ",30, http://media.cdn.adj.com/media/catalog/product/cache/1/thumbnail/800x800/9df78eab33525d08d6e5fb8d27136e95/m/i/micro3djpg.jpg_28.jpg,,
Chandelier: Small ,Use alone or inside tents for featured lighting ,50,https://www.rssd.com/products/item/5f986a1e-caa2-42bd-883e-0919bb91dbd1/1601-00162,,
Bistro Lighting,Shatter proof clear bulbs. 56ft cord length with ability to add more. 45 lights per strand ,47,http://tentwares.com/catalog-item/lighting-bistro-lights/,,
Globe Lighting,"10 globes on 18ft cord, stretchable to 50ft",50,https://www.rssd.com/products/item/87f68f65-6a03-4960-8558-207b22f04f93/STRLGT-10WHP-PT,,
Mirror Ball,Disco/Mirror Ball,17.5,https://www.rssd.com/shop/search/mirror/item/MBP16-LED/Mirror-Ball-Package%2c-16-w-AC-Motor%2c-LED-Pinspots,,
Red Rope,"Rope 5', velvety material",4.95,https://www.rssd.com/products/item/a2219fa2-5329-49aa-bfc7-3e2d05ebfffa/90-5118,,
Stanchion each,"Stainless finish, 37 1/2"" tall, 12"" bases",6.75,https://www.rssd.com/shop/catalog/party-items%2c-non-foodservice/crowd-control/stanchions/metal-stanchions---and---accessories/item/90-5118/Metal-Stanchions%2c-Polished-Stainless-Steel-Finish,,
25' Red Carpet ,"30"" wide; make a Hollywood entry to your event ",60,https://www.rssd.com/shop/catalog/party-items%2c-non-foodservice/wedding---or---special-event-props%2c-floor-standing/wedding-accessories/carpet-runners/item/RCR-3X25/Red-Carpet-Runner%2c-3%27-Wide-x-25%27-Long,,
Light tower,towable light tower; 30' height max; diesel powered- will need refilled when returned ,,https://milleniumproducts.net/wp-content/uploads/2016/03/2a_v_WLT-pic1-1.jpg,,
8' movie screen w/stand,"Use for slide shows, movies or to project images during event ",30,https://www.staples-3p.com/s7/is/image/Staples/s0396837_sc7?$splssku$,,
Projector Infocuse PLZ Z700,Sanyo projector; movie screen also avaiable for rent; HDMI capabilities ,95,https://images-na.ssl-images-amazon.com/images/I/51qLCqP6gaL._SX355_.jpg,,
Message Board,Comes with letters; visable for passing cars; luminates ,325,http://cdn3.volusion.com/src37.af69x/v/vspfiles/photos/S3B0900266-2.jpg,,
Podium,laminate surface; use for lectures or decorate for wedding ceremonies ,27.5,http://www.psfurniture.com/products/lecterns/portable-folding-lectern,,
,,,,,
Linens ,,,http://jomaronline.com/fortex-swatches.htm,,
"90"" Round Tablecloth: White ",heavy linen and polyester materials ,12,http://www.cvlinens.com/images/Polyester90RoundTablecloth_White.jpg,,
"90"" Round Tablecloth: Ivory ",heavy linen and polyester materials ,12,https://d3dhkfzdclezk0.cloudfront.net/pub/media/catalog/product/cache/small_image/280x357/beff4985b56e3afdbeabfc89641a4582/9/0/90-inch-round-polyester-tablecloth-beige-default.jpg,,
"90"" Round Tablecloth: Black ",heavy linen and polyester materials ,12,http://www.cvlinens.com/images/products/tablecloths/round/polyester/90-round-polyester/tc2.r90l.blk.jpg,,
"90"" Round Tablecloth: Red",heavy linen and polyester materials ,12,https://www.webstaurantstore.com/images/products/extra_large/192081/1004581.jpg,,
"90"" Round Tablecloth: Willow Green",heavy linen and polyester materials ,12,http://www.cvlinens.com/images/Polyester-90-Round-Tablecloth-Willow-Green.jpg,,
"90"" Round Tablecloth: Apple Green",heavy linen and polyester materials ,12,http://www.smartyhadaparty.com/files/images/itemimages/TCPY-90SG%2090%20Inch%20Round%20Polyester%20Sage%20Green%20Tablecloth.jpg,,
"90"" Round Tablecloth: Orange",heavy linen and polyester materials ,12,"https://images-na.ssl-images-amazon.com/images/I/31cVEWBxlAL._AC_UL246_SR190,246_.jpg",,
"90"" Round Tablecloth: Burgundy ",heavy linen and polyester materials ,12,"https://images-na.ssl-images-amazon.com/images/I/31cVEWBxlAL._AC_UL246_SR190,246_.jpg",,
"90"" Round Tablecloth: Burlap",Burlap material ,22.5,https://images-na.ssl-images-amazon.com/images/I/81-ebt%2BFKZL._SL1500_.jpg,,
,,,,,
108''  Round Tablecloth: Navy Blue,heavy linen and polyester materials ,14,,http://www.smartyhadaparty.com/files/images/itemimages/TCPY-108NV%20108%20Inch%20Round%20Polyester%20Navy%20Blue%20Tablecloth.jpg,
108'' Round Tablecloth: White ,heavy linen and polyester materials ,14,,http://www.pacificpartycanopies.com/images/resources/60-108rd.jpg,
108'' Round Tablecloth: Chocolate,heavy linen and polyester materials ,14,,http://www.cvlinens.com/images/resized/small/Round-Polyester-Tablecloth-Chocolate-Brown.jpg,
108'' Round Tablecloth: Black,heavy linen and polyester materials ,14,,https://d3dhkfzdclezk0.cloudfront.net/pub/media/catalog/product/cache/small_image/280x357/beff4985b56e3afdbeabfc89641a4582/1/2/120-inch-round-polyester-tablecloth-black-default.jpg,
108'' Round Tablecloth: Eggplant,heavy linen and polyester materials ,14,,https://cdn2.bigcommerce.com/n-nr1m3w/f6l7qqp/images/stencil/210x280/products/695/1750/120_inch_round_lamour_tablecloth_eggplant__53729.1418854914.jpg?c=2,
108'' Round Tablecloth: Ivory ,heavy linen and polyester materials ,14,,http://www.smartyhadaparty.com/files/images/itemimages/TCPY-108IV%20108%20Inch%20Round%20Polyester%20Ivory%20Tablecloth.jpg,
,,,,,
"120"" Round Tablecloth: Ivory ",heavy linen and polyester materials ,16,,http://www.smartyhadaparty.com/files/images/itemimages/TCPY-108IV%20108%20Inch%20Round%20Polyester%20Ivory%20Tablecloth.jpg,
"120"" Round Tablecloth: White",heavy linen and polyester materials ,16,,http://www.cvlinens.com/polyester-round-tablecloth-white-p-391.html,
"120"" Round Tablecloth: Black",heavy linen and polyester materials ,16,,http://www.cvlinens.com/polyester-round-tablecloth-black-p-396.html,
"120"" Round Tablecloth: Silver ",heavy linen and polyester materials ,16,,http://www.cvlinens.com/polyester-round-tablecloth-silvergray-tone-p-7015.html,
"120"" Round Tablecloth: Chocolate",heavy linen and polyester materials ,16,,http://www.cvlinens.com/polyester-round-tablecloth-chocolate-brown-p-394.html,
"120"" Round Tablecloth: Turquoise",heavy linen and polyester materials ,16,,http://www.cvlinens.com/polyester-round-tablecloth-turquoise-p-393.html,
"120"" Round Tablecloth: Purple",heavy linen and polyester materials ,16,,http://www.cvlinens.com/polyester-round-tablecloth-purple-p-399.html,
,,,,,
"132"" Round Tablecloth: Black",polyester material,18.5,,http://www.cvlinens.com/round-polyester-tablecloth-black-p-496.html,
"132"" Round Tablecloth: White ",polyester material,18.5,,http://www.cvlinens.com/round-polyester-tablecloth-white-p-487.html,
"132"" Round Tablecloth: Ivory ",polyester material,18.5,,http://www.cvlinens.com/round-polyester-tablecloth-ivory-p-491.html,
,,,,,
"20"" x 20"" Napkin: Eggplant",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-eggplantplum-p-568.html,
"20"" x 20"" Napkin: Chocolate",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/images/Polyester-Napkin-ChocolateBrown.jpg,
"20"" x 20"" Napkin: White",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-white-p-569.html,
"20"" x 20"" Napkin: Turquoise",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-turquoise-p-576.html,
"20"" x 20"" Napkin: Silver",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-silvergray-tone-p-7058.html,
"20"" x 20"" Napkin: Yellow",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-yellow-p-6587.html,
"20"" x 20"" Napkin: Navy Blue",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-navy-blue-tone-p-7774.html,
"20"" x 20"" Napkin: Tan",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-gold-p-6585.html,
"20"" x 20"" Napkin: Purple",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-purple-p-558.html,
"20"" x 20"" Napkin: Lavender",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-lavender-p-566.html,
"20"" x 20"" Napkin: Apple Green",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-apple-green-p-2909.html,
"20"" x 20"" Napkin: Red",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-p-560.html,
"20"" x 20"" Napkin: Orange",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-orange-p-1457.html,
"20"" x 20"" Napkin: Black",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-black-p-565.html,
"20"" x 20"" Napkin: Pink",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-pink-p-2591.html,
"20"" x 20"" Napkin: Ivory",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-ivory-p-567.html,
"20"" x 20"" Napkin: Fuchsia",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-fuchsia-p-574.html,
"20"" x 20"" Napkin: Peach",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-peach-p-7400.html,
"20"" x 20"" Napkin: Burnt Orange",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-burnt-orange-p-562.html,
"20"" x 20"" Napkin: Baby Blue ",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-baby-blue-p-6586.html,
"20"" x 20"" Napkin: Willow Green (satin)",satin finish ,0.8,,http://www.cvlinens.com/satin-napkin-20x20-willow-green-p-4321.html,
"20"" x 20"" Napkin: Royal Blue ",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-royal-blue-tone-p-7057.html,
"20"" x 20"" Napkin: Champagne",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-champagne-p-578.html,
"20"" x 20"" Napkin: Burgundy",cotton like feel; polyester material ,0.8,,http://www.cvlinens.com/polyester-napkin-20x20-burgundy-p-554.html,
, ,,,,
6' Fitted Tablecloth: White,polyester material ,16,,https://i.pinimg.com/736x/b1/f3/5e/b1f35e4380f2ff13543c3350a7ca7dd4--fitted-tablecloths-tablecloth-sizes.jpg,
6' Fitted Tablecloth: Eggplant,polyester material ,16,,https://images-na.ssl-images-amazon.com/images/I/31LawPZvm5L._SY300_.jpg,
6' Fitted Tablecloth: Red,polyester material ,16,,http://www.tableclothmarket.com/product/6-ft-fitted-polyester-table-cover-trade-show-booth-wedding-tablecloth-red/,
6' Fitted Tablecloth: Black,polyester material ,16,,https://www.yourchaircovers.com/8-ft-fitted-polyester-tablecloth-rectangular-black/?utm_medium=googleshopping&utm_source=bc&gclid=Cj0KCQjwvOzOBRDGARIsAICjxoeY2pcVUQauaSpNGwRONzUzW3oMDqr33p-e76FurTBl9zv_wNTmEEkaAsrQEALw_wcB,
6' Fitted Tablecloth: Purple,polyester material ,16,,https://s7d9.scene7.com/is/image/BedBathandBeyond/69002244818913p,
,,,,,
"90"" x 132"" Tablecloth: Silver",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-silvergray-tone-p-7004.html,
"90"" x 132"" Tablecloth: Ivory",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-ivory-p-617.html,
"90"" x 132"" Tablecloth: Black",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-black-p-615.html,
"90"" x 132"" Tablecloth: Royal Blue",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-royal-blue-tone-p-7003.html,
"90"" x 132"" Tablecloth: Champagne",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-champagne-p-3547.html,
"90"" x 132"" Tablecloth: Purple",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-purple-p-1765.html,
"90"" x 132"" Tablecloth: Chocolate",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-chocolate-brown-deal-week-ends-1020-p-618.html,
"90"" x 132"" Tablecloth: Apple Green",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-apple-green-p-3035.html,
"90"" x 132"" Tablecloth: Burgundy",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-burgundy-p-4480.html,
"90"" x 132"" Tablecloth: Red",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-p-1137.html,
"90"" x 132"" Tablecloth: White",heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-white-p-606.html,
90' x 132' Tablecloth: Orange ,heavy linen and polyester materials ,16,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-orange-p-2597.html,
,,,,,
"60"" x 108"" Tablecloth: Ivory",heavy linen and polyester materials ,12,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-ivory-p-617.html,
"60"" x 108"" Tablecloth: White",heavy linen and polyester materials ,12,,http://www.cvlinens.com/60x102-rectangular-polyester-tablecloth-white-p-7930.html,
"60"" x 108"" Tablecloth: Black",heavy linen and polyester materials ,12,,http://www.cvlinens.com/60x102-rectangular-polyester-tablecloth-black-p-7929.html,
"60"" x 108"" Tablecloth: Eggplant",heavy linen and polyester materials ,12,,http://www.cvlinens.com/90x132-rectangular-oblong-polyester-tablecloth-plumeggplant-p-1659.html,
,,,,,
"90"" x 156"" Tablecloth: White",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-white-p-621.html,
"90"" x 156"" Tablecloth: Black",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-black-p-622.html,
"90: x 156"" Tablecloth: Ivory",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-ivory-p-1289.html,
"90"" x 156"" Tablecloth: Chocolate",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-chocolate-brown-p-614.html,
"90"" x 156"" Tablecloth:  Purple",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-plumeggplant-p-1660.html,
"90"" x 156"" Tablecloth: Navy Blue",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-navy-blue-tone-p-7757.html,
"90"" x 156"" Tablecloth: Turquoise",heavy linen and polyester materials ,26,,http://www.cvlinens.com/90x156-rectangular-oblong-polyester-tablecloth-turquoise-p-5911.html,
,,,,,
8' Fitted Tablecloth: Red,Polyester material ,26,,http://www.tableclothmarket.com/product/6-ft-fitted-polyester-table-cover-trade-show-booth-wedding-tablecloth-red/,
8' Fitted Tablecloth: Black,Polyester material ,26,,https://www.yourchaircovers.com/8-ft-fitted-polyester-tablecloth-rectangular-black/?utm_medium=googleshopping&utm_source=bc&gclid=Cj0KCQjwvOzOBRDGARIsAICjxoeY2pcVUQauaSpNGwRONzUzW3oMDqr33p-e76FurTBl9zv_wNTmEEkaAsrQEALw_wcB,
8' Fitted Tablecloth: White,Polyester material ,26,,https://i.pinimg.com/736x/b1/f3/5e/b1f35e4380f2ff13543c3350a7ca7dd4--fitted-tablecloths-tablecloth-sizes.jpg,
8' Fitted Tablecloth: Silver,Polyester material ,26,,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=TAB_FIT8_SILV&click=71&gclid=CjwKCAjw64bPBRApEiwAJhG-fq_PAeTWFDBsughB-iREaqhoWbfxuNZ0IGfWDS3Jazlr0G1RSDGE6hoC38wQAvD_BwE,
,,,,,
"60"" x 120"" Tablecloth: Apple Green",heavy linen and polyester materials ,14,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-apple-green-p-3020.html,
"60"" x 120"" Tablecloth: Black",heavy linen and polyester materials ,12,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-black-p-623.html,
"60"" x 120"" Tablecloth: Ivory",heavy linen and polyester materials ,12,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-ivory-p-626.html,
"60"" x 120"" Tablecloth: White",heavy linen and polyester materials ,12,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-white-p-627.html,
"60"" x 120"" Tablecloth: Fuchsia",heavy linen and polyester materials ,14,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-fuchsia-p-1146.html,
"60"" x 120"" Tablecloth: Navy Blue",heavy linen and polyester materials ,14,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-navy-blue-tone-p-7754.html,
"60"" x 120"" Tablecloth:  Purple",heavy linen and polyester materials ,14,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-purple-p-1839.html,
"60"" x 120"" Tablecloth: Burgundy",heavy linen and polyester materials ,14,,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=TAB_60102_BURG&click=71&gclid=CjwKCAjw64bPBRApEiwAJhG-fjUq1nonaBE3SRwTTZV_Io5AFg8Pg08l3TJ0Y5s7xcRNlhh9G-jzmBoCssUQAvD_BwE,
"60"" x 120"" Tablecloth: Royal Blue",heavy linen and polyester materials ,14,,http://www.cvlinens.com/60x120-rectangular-polyester-tablecloth-royal-blue-tone-p-7023.html,
"60"" x 120"" Tablecloth: Red Gingham",heavy linen and polyester materials ,14,,http://www.cvlinens.com/checkered-rectangular-polyester-tablecloth-60x120-redwhite-p-6890.html,
,,,,,
"72"" x 120"" Tablecloth: Turquoise",polyester material ,14,, http://www.yourweddinglinen.com/turquoise-70-x-120-inch-polyester-rectangle-tablecloths/,
"72"" x 120"" Tablecloth: Silver",polyester material ,14,,http://www.yourweddinglinen.com/silver-70-x-120-inch-polyester-rectangle-tablecloths/,
"72"" x 120"" Tablecloth: Orange",polyester material ,14,,http://www.yourweddinglinen.com/orange-70-x-120-inch-polyester-rectangle-tablecloths/,
"72"" x 120"" Tablecloth: Burgundy",polyester material ,14,,http://www.yourweddinglinen.com/burgundy-70-x-120-inch-polyester-rectangle-tablecloths/,
"72"" x 120"" Tablecloth: Black",polyester material ,14,,https://www.linentablecloth.com/catalog/product/view/id/359/s/70-by-120-inch-rectangular-polyester-tablecloth-black/category/3/,
"72"" x 120"" Tablecloth: White",polyester material ,14,,https://www.linentablecloth.com/catalog/product/view/id/357/s/70-by-120-inch-rectangular-polyester-tablecloth-white/category/3/,
"72"" X 120"" Tablecloth: Ivory",polyester material ,14,,https://www.linentablecloth.com/catalog/product/view/id/13533/s/70-x-120-in-rectangular-polyester-tablecloth-ivory/category/3/,
"72"" x 120"" Tablecloth: Chocolate",polyester material ,14,,http://www.yourweddinglinen.com/chocolate-brown-70-x-120-inch-polyester-rectangle-tablecloths/,
"72"" x 120"" Tablecloth: Navy Blue",polyester material ,14,,http://www.yourweddinglinen.com/navy-blue-70-x-120-inch-polyester-rectangle-tablecloths/,
"72"" x 120"" Tablecloth: Red",polyester material ,14,,https://www.linentablecloth.com/catalog/product/view/id/2548/s/70-by-120-inch-rectangular-polyester-tablecloth-red/category/3/,
,,,,,
17' Skirting: Silver,Will cover four sides on a 6' table; three sides on a 8' table. Velcro attachment to clips.   ,17,,http://www.leilaniwholesale.com/ProductDetails.asp?ProductCode=SKT_POLY_SILV_17&gclid=CjwKCAjw64bPBRApEiwAJhG-fl7r1L-eEsCQuuRqc3I5cwjX2QrONSiMyqJ4Uol-nnOlzF6Py-KR8RoCVwYQAvD_BwE,
17' Skirting: Black ,Will cover four sides on a 6' table; three sides on a 8' table. Velcro attachment to clips.  ,17,,https://images-na.ssl-images-amazon.com/images/I/410sI3FOBzL._SX355_.jpg,
17' Skirting: White ,Will cover four sides on a 6' table; three sides on a 8' table. Velcro attachment to clips.  ,17,,https://images-na.ssl-images-amazon.com/images/I/41lOFQuYriL._SX355_.jpg,
17' Skirting: Red ,Will cover four sides on a 6' table; three sides on a 8' table. Velcro attachment to clips.  ,17,,https://www.picclickimg.com/d/l400/pict/322368872505_/Phoenix-17-1-2-Feet-Table-Skirting-Shirred-Red.jpg,
,,,,,
,,,,,
Sash: Red,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Red-Chair-Sash-p/sashp_ss_red.htm,,
Sash: Black,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Black-Chair-Sash-p/sashp_ss_blk.htm,,
Sash: White,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-White-Chair-Sash-p/sashp_ss_wht.htm,,
Sash: Apple Green,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Apple-Green-Chair-Sash-p/sashp_ss_appl.htm,,
Sash: Royal Blue,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_ROY,,
Sash: Yellow,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_YEL,,
Sash: Turquoise,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_TURQ,,
Sash: Chocolate Brown,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Chocolate-Chair-Sash-p/sashp_ss_choc.htm,,
Sash: Orange,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Navy-Chair-Sash-p/sashp_ss_navy.htm,,
Sash: Ivory,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Navy-Chair-Sash-p/sashp_ss_navy.htm,,
Sash: Navy Blue,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Navy-Chair-Sash-p/sashp_ss_navy.htm,,
Sash: Willow Green,Satin material ,0.6,https://www.tableclothsfactory.com/5-PCS-Willow-Green-Lamour-Satin-Chair-Sashes-Cater-p/sashp_lam_will.htm,,
Sash: Royal Purple,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Black-Chair-Sash-p/sashp_ss_blk.htm,,
Sash: Burnt Orange,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Burnt-Orange-Chair-Sash-p/sashp_ss_brnt.htm,,
Sash: Pink,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_PINK,,
Sash: Lavender,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_LAV,,
Sash: Peach,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_PCH,,
Sash: Dusty Rose,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Mauve-Chair-Sash-p/sashp_ss_mauv.htm,,
Sash: Fuchsia,Satin material ,0.6,https://www.tableclothsfactory.com/Satin-Fushia-Chair-Sash-p/sashp_ss_fush.htm,,
Sash: Apple Green,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_SAGE,,
Sash: Maroon,Satin material ,0.6,https://img1.etsystatic.com/134/0/8876173/il_fullxfull.1107150627_kxvm.jpg,,
Sash: Tan,Satin material ,0.6,https://cdn.shopify.com/s/files/1/1552/7691/products/SASHP_SS_GOLD_D01_1024x1024.jpg?v=1489688686,,
Sash: Silver,Satin material ,0.6,http://www.tableclothsfactory.com/ProductDetails.asp?ProductCode=SASHP_SS_SILV,,
Chair Cover,Available in Brown and White; chair and sashes rented seperately ,3.75, ,https://www.tableclothsfactory.com/Banquet-Chair-Covers-p/chair_banq_wht.htm,
,,,,,
Overlay: Chocolate,Satin material ,8.25, ,http://www.cvlinens.com/square-90x90-satin-table-overlay-chocolate-brown-p-173.html,
Overlay: White,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-white-p-209.html,
Overlay: Turquoise,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-light-turquoise-p-184.html,
Overlay: Silver,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-silver-p-202.html,
Overlay: Yellow,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-yellow-p-3213.html,
Overlay: Navy Blue,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-navy-blue-p-207.html,
Overlay: Tan,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-iced-coffeemocha-clearance-p-8173.html,
Overlay: Gold,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-bright-gold-p-208.html,
Overlay: Purple,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-purple-p-190.html,
Overlay: Lavender,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-lavender-p-182.html,
Overlay: Apple Green,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-apple-green-p-3168.html,
Overlay: Orange,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-orange-p-194.html,
Overlay: Apple Green,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-apple-green-p-3168.html,
Overlay: Black,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-black-p-175.html,
Overlay: Pink,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-medium-pink-p-177.html,
Overlay: Ivory,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-ivory-p-198.html,
Overlay: Fuchsia,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-fuchsia-p-196.html,
Overlay: Brown,Satin material ,8.25,,http://www.cvlinens.com/square-90x90-satin-table-overlay-chocolate-brown-p-173.html,
